                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.46927,                0.84457,                0.90299,                 0.9679,                0.99399,                  0.995,                0.93595,                0.38117,                 1.0736,                0.86045,              0.0012026,              0.0012026,              0.0012026
                     18,                0.51339,                0.81715,                0.92407,                0.81911,                0.89874,                  0.995,                0.95376,                0.33665,                 1.2777,                0.83465,              0.0011885,              0.0011885,              0.0011885
                     19,                0.51214,                0.82924,                0.95225,                0.86121,                0.98411,                  0.995,                0.97194,                0.32468,                 1.0296,                0.82738,              0.0011744,              0.0011744,              0.0011744
                     20,                0.47979,                0.88765,                0.93805,                0.97184,                0.99844,                  0.995,                0.92389,                0.34796,                0.93402,                0.83513,              0.0011602,              0.0011602,              0.0011602
                     21,                0.52067,                0.77602,                0.92494,                0.98818,                0.99822,                  0.995,                0.96619,                0.33936,                0.81327,                0.83034,              0.0011461,              0.0011461,              0.0011461
                     22,                0.41799,                0.72456,                0.86668,                0.96449,                0.99942,                  0.995,                0.94953,                0.33329,                0.82978,                0.83651,              0.0011319,              0.0011319,              0.0011319
                     23,                0.49394,                 0.7545,                0.98344,                0.98822,                      1,                  0.995,                0.95717,                0.33589,                0.80575,                 0.8404,              0.0011178,              0.0011178,              0.0011178
                     24,                0.49284,                0.85645,                0.95713,                0.99242,                      1,                  0.995,                0.95884,                 0.3496,                0.77184,                0.84497,              0.0011036,              0.0011036,              0.0011036
                     25,                0.49072,                0.73166,                0.92795,                0.98693,                      1,                  0.995,                0.95094,                0.31992,                0.77459,                0.83278,              0.0010895,              0.0010895,              0.0010895
                     26,                0.44822,                0.79585,                0.91831,                 0.9696,                      1,                  0.995,                0.91463,                0.40664,                0.83038,                0.87049,              0.0010753,              0.0010753,              0.0010753
                     27,                  0.455,                0.72312,                0.91583,                0.98865,                      1,                  0.995,                0.92396,                0.37714,                0.75499,                0.86451,              0.0010612,              0.0010612,              0.0010612
                     28,                0.42262,                0.65186,                0.88415,                0.98027,                      1,                  0.995,                0.94604,                0.32245,                0.73784,                0.83967,               0.001047,               0.001047,               0.001047
                     29,                0.47373,                0.64703,                0.90974,                0.97354,                0.99591,                  0.995,                0.96454,                0.31252,                0.72577,                0.83384,              0.0010329,              0.0010329,              0.0010329
                     30,                0.42698,                0.63385,                0.87617,                0.97546,                0.99572,                  0.995,                0.94379,                0.33584,                0.66242,                0.84007,              0.0010187,              0.0010187,              0.0010187
                     31,                0.41588,                0.64794,                0.88839,                0.98597,                      1,                  0.995,                0.94907,                 0.3388,                0.65235,                0.84838,              0.0010046,              0.0010046,              0.0010046
                     32,                0.42273,                0.60706,                0.91674,                0.98735,                 0.9961,                  0.995,                0.92573,                0.31886,                0.64973,                0.84155,             0.00099044,             0.00099044,             0.00099044
                     33,                0.42781,                0.66944,                0.86029,                0.98066,                0.99409,                  0.995,                 0.9361,                 0.3151,                0.62798,                0.83346,             0.00097629,             0.00097629,             0.00097629
                     34,                0.42327,                0.63902,                0.89239,                0.98835,                      1,                  0.995,                0.94319,                0.31554,                0.61165,                0.83779,             0.00096215,             0.00096215,             0.00096215
                     35,                0.47407,                0.63155,                0.92554,                0.99116,                      1,                  0.995,                0.97958,                0.32838,                0.59656,                0.83655,               0.000948,               0.000948,               0.000948
                     36,                 0.3919,                0.56981,                0.86236,                0.99062,                      1,                  0.995,                0.94982,                0.30636,                0.57293,                0.83408,             0.00093385,             0.00093385,             0.00093385
                     37,                0.47101,                0.61107,                0.97814,                0.99298,                      1,                  0.995,                0.94228,                0.32333,                 0.6051,                0.84082,              0.0009197,              0.0009197,              0.0009197
                     38,                0.39975,                0.62254,                 0.8843,                0.99325,                      1,                  0.995,                 0.9406,                0.31344,                 0.5677,                0.83387,             0.00090556,             0.00090556,             0.00090556
                     39,                0.45397,                0.57114,                0.89749,                0.99146,                      1,                  0.995,                 0.9672,                0.29818,                0.55414,                0.82373,             0.00089141,             0.00089141,             0.00089141
                     40,                0.36428,                0.54408,                0.90686,                0.98924,                      1,                  0.995,                0.97901,                0.28555,                 0.5576,                0.81327,             0.00087726,             0.00087726,             0.00087726
                     41,                0.39866,                0.58346,                0.89957,                0.99049,                      1,                  0.995,                0.97702,                0.29626,                0.56028,                0.81761,             0.00086312,             0.00086312,             0.00086312
                     42,                0.46225,                0.53904,                0.94219,                0.99303,                      1,                  0.995,                 0.9799,                0.26617,                0.48805,                0.81456,             0.00084897,             0.00084897,             0.00084897
                     43,                0.39242,                0.49942,                0.88125,                0.99312,                      1,                  0.995,                0.96787,                0.27588,                0.48351,                0.81733,             0.00083482,             0.00083482,             0.00083482
                     44,                0.52955,                0.70091,                0.95093,                0.99148,                      1,                  0.995,                0.97346,                0.27331,                0.46887,                0.81648,             0.00082067,             0.00082067,             0.00082067
                     45,                0.39486,                0.54787,                0.88229,                0.99272,                      1,                  0.995,                0.97913,                0.26923,                0.46953,                 0.8169,             0.00080653,             0.00080653,             0.00080653
                     46,                0.42182,                0.51161,                0.89247,                0.99415,                      1,                  0.995,                0.97007,                0.27214,                0.47307,                0.81951,             0.00079238,             0.00079238,             0.00079238
                     47,                0.42312,                0.50924,                0.91982,                0.99342,                      1,                  0.995,                0.95334,                0.28411,                0.49129,                0.81923,             0.00077823,             0.00077823,             0.00077823
                     48,                0.37782,                0.48789,                0.84688,                 0.9388,                      1,                0.99197,                0.97123,                0.26196,                0.53296,                0.81744,             0.00076409,             0.00076409,             0.00076409
                     49,                0.45065,                0.52845,                0.93415,                0.93222,                      1,                0.99197,                 0.9653,                0.25718,                0.55545,                 0.8162,             0.00074994,             0.00074994,             0.00074994
                     50,                0.37495,                0.49566,                0.90819,                0.92199,                      1,                0.98894,                0.94628,                0.29001,                0.79707,                0.82388,             0.00073579,             0.00073579,             0.00073579
                     51,                0.40078,                0.49219,                0.90329,                0.86602,                0.96667,                0.94806,                0.89191,                0.31562,                 1.0715,                0.83773,             0.00072164,             0.00072164,             0.00072164
                     52,                0.37144,                0.45949,                0.85123,                0.75928,                    0.8,                0.79823,                0.74684,                0.38066,                 1.1143,                0.87948,              0.0007075,              0.0007075,              0.0007075
                     53,                0.43958,                0.46213,                 0.9884,                0.78077,                0.83333,                0.82061,                0.78416,                0.34761,                0.92011,                0.85948,             0.00069335,             0.00069335,             0.00069335
                     54,                 0.4176,                0.47905,                0.90625,                0.87746,                0.96667,                 0.9352,                  0.902,                0.29016,                0.68768,                0.83067,              0.0006792,              0.0006792,              0.0006792
                     55,                0.43115,                 0.4721,                0.88427,                0.99155,                0.96667,                0.98731,                 0.9416,                0.28024,                 0.5434,                0.82283,             0.00066506,             0.00066506,             0.00066506
                     56,                0.41238,                0.48185,                0.91225,                0.98533,                      1,                  0.995,                0.95502,                0.27852,                0.41698,                0.81756,             0.00065091,             0.00065091,             0.00065091
                     57,                0.37435,                0.47721,                0.86845,                0.99074,                      1,                  0.995,                  0.963,                0.25124,                 0.4248,                0.81572,             0.00063676,             0.00063676,             0.00063676
                     58,                0.36321,                0.44267,                0.87371,                0.99349,                      1,                  0.995,                  0.971,                0.25291,                0.38761,                0.82032,             0.00062262,             0.00062262,             0.00062262
                     59,                0.39331,                0.44646,                0.88005,                0.99376,                      1,                  0.995,                0.97872,                  0.252,                0.37366,                0.81815,             0.00060847,             0.00060847,             0.00060847
                     60,                0.35971,                0.46005,                0.87931,                 0.9944,                      1,                  0.995,                0.97729,                 0.2335,                0.35723,                0.81014,             0.00059432,             0.00059432,             0.00059432
                     61,                0.43252,                 0.4393,                0.89817,                0.99437,                      1,                  0.995,                0.97729,                0.23693,                0.35604,                0.80957,             0.00058017,             0.00058017,             0.00058017
                     62,                0.41171,                0.45067,                0.86976,                0.99386,                      1,                  0.995,                0.97663,                0.27001,                0.39214,                0.81518,             0.00056603,             0.00056603,             0.00056603
                     63,                0.34649,                0.44134,                0.87952,                0.99428,                      1,                  0.995,                0.98135,                0.25031,                0.38697,                0.81044,             0.00055188,             0.00055188,             0.00055188
                     64,                 0.3164,                0.44556,                0.85772,                0.99209,                      1,                  0.995,                0.98468,                0.23048,                0.37094,                0.80298,             0.00053773,             0.00053773,             0.00053773
                     65,                0.37728,                0.41546,                0.90983,                0.98856,                      1,                  0.995,                0.98368,                0.23636,                0.36942,                0.80491,             0.00052359,             0.00052359,             0.00052359
                     66,                0.37848,                0.48467,                0.91042,                0.98953,                      1,                  0.995,                0.98606,                0.24666,                0.37051,                0.81063,             0.00050944,             0.00050944,             0.00050944
                     67,                 0.3657,                0.44025,                0.87516,                0.99133,                      1,                  0.995,                0.97971,                0.25855,                0.37536,                0.81198,             0.00049529,             0.00049529,             0.00049529
                     68,                0.38301,                0.41932,                0.87933,                0.99421,                      1,                  0.995,                0.97805,                0.27295,                0.39461,                0.82015,             0.00048114,             0.00048114,             0.00048114
                     69,                0.41214,                0.44812,                0.90334,                0.99424,                      1,                  0.995,                0.98123,                0.27005,                0.39161,                0.82052,               0.000467,               0.000467,               0.000467
                     70,                0.36012,                0.42423,                0.90511,                0.99243,                      1,                  0.995,                0.98542,                0.23274,                0.38763,                0.81077,             0.00045285,             0.00045285,             0.00045285
                     71,                0.37181,                0.42905,                0.85108,                0.99057,                      1,                  0.995,                0.98901,                0.22363,                0.38986,                0.80837,              0.0004387,              0.0004387,              0.0004387
                     72,                0.33511,                0.37931,                0.87694,                0.99045,                      1,                  0.995,                  0.995,                0.22107,                 0.3825,                 0.8063,             0.00042456,             0.00042456,             0.00042456
                     73,                0.35996,                0.37108,                0.88025,                 0.9913,                      1,                  0.995,                  0.995,                0.22185,                0.38457,                0.80505,             0.00041041,             0.00041041,             0.00041041
                     74,                0.38107,                0.39437,                0.85497,                0.99324,                      1,                  0.995,                0.97092,                  0.222,                0.36458,                0.80302,             0.00039626,             0.00039626,             0.00039626
                     75,                0.31183,                0.37022,                0.88537,                0.99374,                      1,                  0.995,                0.96969,                0.22408,                0.34988,                0.80192,             0.00038211,             0.00038211,             0.00038211
                     76,                0.27178,                0.35194,                0.84967,                0.99422,                      1,                  0.995,                0.97793,                0.21961,                0.32899,                0.79959,             0.00036797,             0.00036797,             0.00036797
                     77,                0.31593,                0.37118,                0.87659,                0.99389,                      1,                  0.995,                 0.9863,                0.21757,                0.32215,                0.79933,             0.00035382,             0.00035382,             0.00035382
                     78,                0.30465,                0.36575,                 0.8642,                 0.9927,                      1,                  0.995,                0.98676,                0.21711,                0.32131,                0.80201,             0.00033967,             0.00033967,             0.00033967
                     79,                0.31111,                0.41653,                0.88132,                 0.9926,                      1,                  0.995,                0.98435,                0.21884,                0.32328,                0.80308,             0.00032553,             0.00032553,             0.00032553
                     80,                0.28831,                0.33816,                0.85648,                0.99225,                      1,                  0.995,                0.98211,                0.21411,                0.31655,                0.80035,             0.00031138,             0.00031138,             0.00031138
                     81,                0.32403,                0.36058,                0.89819,                0.99235,                      1,                  0.995,                0.98559,                 0.2108,                0.31809,                0.79903,             0.00029723,             0.00029723,             0.00029723
                     82,                0.30904,                0.36308,                0.86833,                0.99333,                      1,                  0.995,                0.99134,                0.20986,                0.31903,                0.79921,             0.00028308,             0.00028308,             0.00028308
                     83,                0.29909,                0.36762,                0.87671,                0.99361,                      1,                  0.995,                0.98595,                0.21031,                0.31984,                0.79956,             0.00026894,             0.00026894,             0.00026894
                     84,                0.34975,                0.37801,                0.86954,                0.99424,                      1,                  0.995,                0.98029,                0.21662,                0.31461,                0.80383,             0.00025479,             0.00025479,             0.00025479
                     85,                0.33256,                0.36268,                0.89108,                 0.9944,                      1,                  0.995,                0.98029,                0.21564,                0.31081,                0.80438,             0.00024064,             0.00024064,             0.00024064
                     86,                0.33597,                0.37274,                0.88138,                0.99426,                      1,                  0.995,                0.98452,                 0.2147,                0.30546,                 0.8055,              0.0002265,              0.0002265,              0.0002265
                     87,                0.34323,                0.37808,                0.91176,                0.99425,                      1,                  0.995,                0.98452,                0.21464,                0.30601,                0.80457,             0.00021235,             0.00021235,             0.00021235
                     88,                0.35359,                0.39452,                0.92012,                0.99425,                      1,                  0.995,                0.98159,                0.21905,                0.30749,                0.80376,              0.0001982,              0.0001982,              0.0001982
                     89,                0.30745,                0.34745,                0.87949,                 0.9941,                      1,                  0.995,                0.98194,                0.22172,                0.30784,                0.80334,             0.00018406,             0.00018406,             0.00018406
                     90,                0.27579,                0.34456,                0.86393,                0.99452,                      1,                  0.995,                0.98694,                 0.2168,                0.30118,                0.80172,             0.00016991,             0.00016991,             0.00016991
                     91,                0.20502,                0.37617,                0.78911,                0.99401,                      1,                  0.995,                 0.9866,                0.21215,                0.29702,                0.80081,             0.00015576,             0.00015576,             0.00015576
                     92,                 0.1918,                0.37459,                0.76237,                0.99348,                      1,                  0.995,                0.98204,                0.20736,                 0.2991,                0.79989,             0.00014161,             0.00014161,             0.00014161
                     93,                0.19075,                0.36528,                0.80911,                0.99235,                      1,                  0.995,                0.98118,                0.20548,                0.30453,                0.79934,             0.00012747,             0.00012747,             0.00012747
                     94,                0.17699,                  0.371,                0.80138,                0.98954,                      1,                  0.995,                0.98118,                0.20103,                0.31679,                0.79814,             0.00011332,             0.00011332,             0.00011332
                     95,                0.18245,                0.38052,                 0.7514,                0.98931,                      1,                  0.995,                0.98118,                0.19989,                0.32016,                0.79765,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.16819,                0.37562,                0.78913,                 0.9913,                      1,                  0.995,                0.98478,                0.20042,                0.31078,                0.79644,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.20065,                0.38557,                0.77755,                 0.9918,                      1,                  0.995,                0.99134,                0.20146,                0.30349,                0.79631,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.18279,                0.35903,                0.77948,                0.99254,                      1,                  0.995,                0.99134,                0.20066,                0.28794,                0.79622,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.17199,                0.35658,                0.76639,                0.99285,                      1,                  0.995,                0.99134,                0.19973,                0.28327,                0.79628,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.17273,                0.37397,                0.76462,                0.99298,                      1,                  0.995,                0.99134,                0.20016,                0.27923,                0.79633,             2.8437e-05,             2.8437e-05,             2.8437e-05
